ADMINLINK,EMPLOYEE,WAVE,SCWM_CWH,RMZFN,STUDYGROUP,CONDITION,SCEM_DISTI,SCEM_STRSI,SCWM_FTWCI,SCWM_WTFCI,SCWM_TIMEALLI
T0421,1,3,3.0,2,26,1,12.0,15,3.4,3.6,2.571428571429
T0421,1,4,3.25,2,26,1,10.0,5,2.4,2.4,4.142857142857
T0422,0,1,3.625,2,26,1,9.0, ,1.6,3.4,4.142857142857
T0422,0,2,4.0,2,26,1,9.0, ,1.8,3.4,-8
T0422,0,3,3.25,2,26,1,9.0, ,1.2,3.0,-8
T0422,0,4,4.25,2,26,1,8.0, ,2.0,2.6,-8
T0423,0,1,2.875,2,26,1,10.0, ,1.6,2.6,3.857142857143
T0423,0,2,3.75,2,26,1,8.0, ,2.0,2.4,4.285714285714
T0423,0,3,3.25,2,26,1,6.0, ,1.8,2.6,4
T0424,0,1,3.625,2,26,1,13.0, ,2.0,2.2,3.666666666667
T0424,0,2,4.25,2,26,1,12.0, ,2.4,2.8,3
T0424,0,3,3.875,2,26,1,14.0, ,2.2,2.4,3.333333333333
T0424,0,4,3.75,2,26,1,11.0, ,2.2,2.2,3.571428571429
T0425,1,1,3.875,2,52,1,15.0,9,3.8,3.2,3.5
T0425,1,2,4.0,2,52,1,19.0,13,3.6,2.0,4
T0425,1,3,4.25,2,52,1,16.0,11,2.4,2.4,3.666666666667
T0425,1,4,3.625,2,52,1,14.0,11,2.8,3.4,4
T0426,1,1,3.75,2,52,1,9.0,7,2.8,2.4,3.333333333333
T0426,1,2,3.125,2,52,1,9.0,7,2.0,2.4,3.333333333333
T0426,1,3,3.875,2,52,1,12.0,9,2.4,3.2,3.333333333333
T0426,1,4,3.375,2,52,1,8.0,7,1.8,2.2,3
T0427,1,1,3.25,2,52,1,7.0,5,2.4,4.0,2.666666666667
T0427,1,2,3.75,2,52,1,7.0,5,2.4,3.2,4
T0427,1,3,-8.0,2,52,1,6.0,5,2.0,2.4,4
T0427,1,4,4.0,2,52,1,6.0,7,2.4,2.8,3.666666666667
T0428,1,1,3.625,2,52,1,10.0,8,2.2,2.4,3.333333333333
T0428,1,2,3.75,2,52,1,9.0,7,2.0,2.4,3.333333333333
T0428,1,3,3.375,2,52,1,11.0,8,1.8,2.8,-8
T0428,1,4,2.875,2,52,1,10.0,9,2.2,3.4,3.857142857143
T0429,1,1,3.125,2,52,1,14.0,11,2.0,4.2,2
T0429,1,2,4.125,2,52,1,11.0,11,2.0,3.8,2
T0429,1,3,3.625,2,52,1,13.0,11,2.0,4.0,2
T0429,1,4,2.375,2,52,1,15.0,11,2.2,4.0,2
T0430,1,1,3.875,2,52,1,8.0,6,2.0,2.4,-8
T0430,1,2,3.75,2,52,1,9.0,6,1.0,1.2,3
T0430,1,3,3.625,2,52,1,16.0,12,3.6,2.0,3.5
T0431,1,1,3.0,2,52,1,14.0,11,3.8,5.0,3
T0431,1,2,2.625,2,52,1,14.0,10,3.0,4.2,3
T0431,1,3,2.75,2,52,1,10.0,11,3.0,4.6,3
T0431,1,4,2.75,2,52,1,17.0,16,2.6,4.4,4
T0432,1,1,4.125,2,32,1,13.0,12,3.4,3.4,3.142857142857
T0432,1,2,4.25,2,32,1,10.0,6,2.0,3.0,3.857142857143
T0432,1,3,3.375,2,32,1,12.0,7,3.0,3.4,3.857142857143
T0432,1,4,3.75,2,32,1,9.0,6,2.2,3.0,3.714285714286
T0433,1,1,3.75,2,32,1,9.0,6,3.4,4.0,3.666666666667
T0433,1,2,4.0,2,32,1,8.0,5,3.8,4.0,3.333333333333
T0433,1,3,3.75,2,32,1,8.0,6,3.6,4.0,3.666666666667
T0433,1,4,4.25,2,32,1,7.0,4,2.0,3.0,4
T0434,1,1,3.5,2,32,1,10.0,8,3.2,4.2,2.857142857143
T0434,1,2,3.125,2,32,1,12.0,10,3.6,3.4,3.428571428571
T0434,1,3,3.25,2,32,1,9.0,8,3.6,3.2,3.714285714286
T0435,1,1,-8.0,2,32,1,11.0,9,3.0,2.8,4.285714285714
T0435,1,2,4.25,2,32,1,7.0,6,2.2,4.2,3.571428571429
T0436,0,1,3.625,2,32,1,9.0, ,1.8,3.6,3.666666666667
T0436,0,2,3.625,2,32,1,10.0, ,1.8,3.2,3.333333333333
T0436,0,3,3.75,2,32,1,9.0, ,2.6,3.2,4
T0436,0,4,3.625,2,32,1,10.0, ,2.8,3.2,3.333333333333
T0437,1,1,-8.0,2,32,1,12.0,10,1.8,3.8,3.666666666667
T0437,1,2,3.125,2,32,1,15.0,12,2.0,5.0,3.333333333333
T0437,1,3,3.125,2,32,1,14.0,10,2.0,4.0,3.333333333333
T0437,1,4,-8.0,2,32,1,12.0,14,2.4,4.4,3.333333333333
T0438,1,1,3.75,2,32,1,7.0,6,1.0,1.0,4
T0438,1,2,4.25,2,32,1,8.0,6,1.0,1.0,4.285714285714
T0438,1,3,3.25,2,32,1,6.0,6,2.0,2.0,4.142857142857
T0438,1,4,3.625,2,32,1,6.0,6,2.0,2.0,4.142857142857
T0439,1,1,-8.0,2,32,1,6.0,5,1.4,1.8,4.571428571429
T0439,1,2,4.25,2,32,1,7.0,5,2.2,2.2,4.571428571429
T0439,1,3,4.25,2,32,1,7.0,5,1.6,2.4,4.428571428571
T0439,1,4,4.25,2,32,1,7.0,6,1.6,2.4,4.571428571429
T0440,1,1,-8.0,2,32,1,6.0,5,2.0,2.8,3
T0440,1,2,5.0,2,32,1,7.0,8,2.4,2.2,4.5
T0440,1,3,4.75,2,32,1,6.0,4,1.0,1.4,4
T0440,1,4,4.625,2,32,1,6.0,4,1.0,1.2,4
T0441,0,1,3.875,2,32,1,10.0, ,2.0,3.8,3.285714285714
T0441,0,2,3.625,2,32,1,7.0, ,2.0,3.4,3.285714285714
T0441,0,3,3.5,2,32,1,9.0, ,1.6,3.2,3.428571428571
T0441,0,4,3.375,2,32,1,7.0, ,2.2,2.8,3.714285714286
T0442,1,1,3.625,2,32,1,13.0,11,2.0,2.6,2.666666666667
T0442,1,2,-8.0,2,32,1,16.0,11,2.0,2.0,3
T0442,1,3,4.5,2,32,1,12.0,6,2.0,2.0,3.333333333333
T0442,1,4,4.625,2,32,1,10.0,6,2.0,2.4,3.333333333333
T0443,1,1,3.875,2,32,1,9.0,7,2.0,2.4,4.142857142857
T0443,1,2,4.125,2,32,1,10.0,6,2.0,2.2,4.285714285714
T0443,1,3,4.5,2,32,1,8.0,6,2.0,3.0,4.285714285714
T0443,1,4,3.625,2,32,1,9.0,8,2.0,2.4,4.285714285714
T0444,1,1,3.75,2,32,1,12.0,7,3.0,3.2,3
T0444,1,2,3.875,2,32,1,10.0,6,2.2,3.0,3.285714285714
T0444,1,3,3.5,2,32,1,9.0,7,2.6,2.4,3.142857142857
T0445,0,1,3.375,2,52,1,13.0, ,2.2,2.0,4.142857142857
T0445,0,2,-8.0,2,52,1,14.0, ,2.0,2.8,4.285714285714
T0445,0,3,3.5,2,52,1,9.0, ,2.0,2.0,4.142857142857
T0445,0,4,4.0,2,52,1,10.0, ,2.0,2.0,-8
T0446,1,1,3.875,2,52,1,10.0,8,2.8,2.8,4.428571428571
T0446,1,2,4.0,2,52,1,8.0,6,2.0,1.4,4.142857142857
T0446,1,3,4.25,2,52,1,10.0,10,1.8,2.0,4.714285714286
T0446,1,4,4.125,2,52,1,10.0,9,1.0,1.2,4.285714285714
T0447,1,1,3.875,2,52,1,12.0,7,2.2,2.8,2.857142857143
T0447,1,2,4.625,2,52,1,12.0,7,3.0,3.0,3.571428571429
T0447,1,3,4.25,2,52,1,7.0,4,1.8,1.8,4.285714285714
T0447,1,4,4.0,2,52,1,6.0,7,2.0,2.0,3.833333333333
T0448,1,1,3.875,2,52,1,8.0,6,2.0,2.6,3.857142857143
T0448,1,2,3.875,2,52,1,9.0,6,1.8,3.0,3.571428571429
T0448,1,3,3.375,2,52,1,9.0,6,2.2,3.0,3.285714285714
T0448,1,4,4.25,2,52,1,6.0,6,2.0,4.0,3.571428571429
T0449,1,1,3.5,2,52,1,11.0,10,2.8,4.2,3.666666666667
T0449,1,2,4.0,2,52,1,11.0,10,2.0,2.2,3.666666666667
T0449,1,3,-8.0,2,52,1,8.0,11,2.4,2.4,3.333333333333
T0449,1,4,-8.0,2,52,1,8.0,7,1.8,2.0,4
T0450,1,1,-8.0,2,52,1,9.0,10,2.0,2.0,3.5
T0450,1,2,-8.0,2,52,1,11.0,9,2.0,2.2,3.857142857143
T0450,1,3,3.5,2,52,1,9.0,8,2.2,2.4,3.571428571429
T0450,1,4,3.375,2,52,1,9.0,9,2.2,2.4,3.714285714286
T0451,1,1,-8.0,2,52,1,6.0,5,1.2,3.2,4
T0451,1,2,4.25,2,52,1,6.0,5,2.0,3.0,4.285714285714
T0451,1,3,5.0,2,52,1,6.0,5,1.2,2.2,3.666666666667
T0451,1,4,4.75,2,52,1,6.0,6,1.0,3.4,4
T0452,1,1,4.75,2,52,1,7.0,6,2.0,2.0,4
T0452,1,2,-8.0,2,52,1,10.0,6,1.0,1.2,5
T0452,1,3,-8.0,2,52,1,8.0,6,1.0,1.0,4
T0452,1,4,4.125,2,52,1,9.0,8,2.0,1.8,4
T0453,1,1,3.75,2,52,1,14.0,9,2.0,2.0,4.285714285714
T0453,1,2,-8.0,2,52,1,14.0,9,1.2,2.6,4.142857142857
T0454,1,1,2.875,2,52,1,9.0,8,1.8,3.4,4.285714285714
T0454,1,2,2.875,2,52,1,11.0,10,2.4,3.8,4.142857142857
T0454,1,3,3.0,2,52,1,10.0,8,2.4,3.2,4
T0454,1,4,3.5,2,52,1,10.0,10,2.4,3.8,4.285714285714
T0455,0,1,3.875,2,32,1,7.0, ,1.0,2.2,5
T0456,1,1,2.75,2,32,1,10.0,9,3.0,3.6,3.428571428571
T0456,1,2,2.75,2,32,1,10.0,9,2.6,3.4,3.666666666667
T0456,1,3,3.0,2,32,1,7.0,8,2.6,3.4,3.857142857143
T0457,0,1,4.0,2,32,1,9.0, ,1.2,3.0,3.666666666667
T0457,0,2,4.125,2,32,1,8.0, ,1.4,2.6,3.666666666667
T0457,0,3,3.75,2,32,1,9.0, ,2.2,4.0,3.666666666667
T0457,0,4,4.25,2,32,1,8.0, ,1.2,2.4,3.666666666667
T0458,1,1,2.375,2,32,1,22.0,15,3.4,5.0,3.142857142857
T0458,1,2,2.625,2,32,1,17.0,12,2.2,3.4,3.142857142857
T0458,1,3,3.0,2,32,1,17.0,11,1.6,4.2,3.142857142857
T0458,1,4,2.75,2,32,1,24.0,12,2.0,3.6,3.285714285714
T0459,1,1,3.625,2,32,1,11.0,7,2.0,3.8,3.666666666667
T0459,1,2,3.625,2,32,1,9.0,8,2.0,4.0,3.333333333333
T0459,1,3,2.75,2,32,1,9.0,5,2.2,4.0,3.5
T0459,1,4,3.375,2,32,1,10.0,4,2.2,3.6,3.666666666667
T0460,0,1,3.625,2,52,1,13.0, ,2.6,4.8,2.714285714286
T0460,0,2,3.625,2,52,1,12.0, ,2.4,4.0,2.857142857143
T0460,0,3,3.625,2,52,1,9.0, ,2.2,4.0,2.857142857143
T0460,0,4,3.125,2,52,1,11.0, ,2.8,4.6,3.571428571429
T0461,1,1,-8.0,2,52,1,12.0,10,2.4,4.2,3.571428571429
T0461,1,2,3.75,2,52,1,13.0,12,2.0,4.2,3.571428571429
T0461,1,4,3.5,2,52,1,11.0,8,1.8,3.2,3.428571428571
T0462,1,1,3.125,2,52,1,14.0,13,2.8,3.4,3.5
T0462,1,2,2.625,2,52,1,13.0,10,2.4,3.6,3.5
T0462,1,3,1.75,2,52,1,19.0,13,2.4,4.2,4.166666666667
T0462,1,4,3.25,2,52,1,9.0,10,2.0,4.0,3.833333333333
T0463,0,1,-8.0,2,52,1,6.0, ,1.0,1.2,4.333333333333
T0463,0,2,-8.0,2,52,1,6.0, ,1.0,1.6,5
T0463,0,3,5.0,2,52,1,8.0, ,1.0,1.2,-8
T0463,0,4,-8.0,2,52,1,6.0, ,1.2,1.2,3.666666666667
T0464,1,1,2.75,2,52,1,17.0,14,2.0,4.2,-8
T0464,1,2,3.25,2,52,1,17.0,13,2.2,3.8,3
T0464,1,3,3.25,2,52,1,16.0,14,2.8,4.0,3.666666666667
T0464,1,4,3.125,2,52,1,13.0,12,2.6,4.0,-8
T0465,0,1,3.875,2,52,1,11.0, ,3.0,3.8,3.571428571429
T0465,0,2,4.0,2,52,1,9.0, ,2.0,2.6,3.428571428571
T0465,0,3,3.5,2,52,1,8.0, ,2.0,4.0,3.285714285714
T0465,0,4,3.625,2,52,1,9.0, ,2.4,4.0,3.285714285714
T0466,1,1,4.125,2,52,1,15.0,13,2.4,4.8,3
T0466,1,2,4.125,2,52,1,13.0,13,2.0,5.0,2.714285714286
T0466,1,3,5.0,2,52,1,7.0,10,2.0,2.0,2.857142857143
T0467,1,1,3.5,2,52,1,11.0,11,2.6,3.6,-8
T0467,1,2,4.375,2,52,1,11.0,9,2.0,3.0,4
T0467,1,3,4.125,2,52,1,9.0,8,2.0,2.6,4.333333333333
T0467,1,4,3.875,2,52,1,13.0,10,2.2,3.0,4.333333333333
T0468,1,1,3.125,2,52,1,8.0,6,2.8,3.6,3.571428571429
T0468,1,2,4.5,2,52,1,7.0,5,3.2,2.8,4
T0468,1,3,4.125,2,52,1,8.0,6,2.0,2.8,4
T0468,1,4,4.5,2,52,1,8.0,8,2.4,2.4,3.857142857143
T0469,1,1,3.75,2,52,1,13.0,11,2.4,3.4,-8
T0469,1,2,3.5,2,52,1,8.0,11,2.4,2.2,3.857142857143
T0469,1,3,2.75,2,52,1,8.0,9,2.0,4.2,3.428571428571
T0469,1,4,3.625,2,52,1,7.0,6,2.0,3.4,3.571428571429
T0470,0,1,3.625,2,32,1,13.0, ,2.4,3.0,4
T0470,0,3,3.5,2,32,1,13.0, ,1.4,3.6,4
T0470,0,4,3.625,2,32,1,13.0, ,2.0,2.4,3.666666666667
T0471,1,1,3.5,2,32,1,13.0,8,1.6,3.8,4
T0471,1,2,3.5,2,32,1,10.0,7,2.2,3.4,3.714285714286
T0472,1,1,3.25,2,32,1,9.0,8,2.2,3.4,3.666666666667
T0472,1,2,3.25,2,32,1,9.0,7,2.0,2.4,4
T0472,1,3,2.875,2,32,1,9.0,10,2.0,4.0,3
T0472,1,4,2.875,2,32,1,11.0,8,2.0,3.4,3.666666666667
T0473,1,1,2.75,2,32,1,17.0,11,2.8,4.0,3.142857142857
T0473,1,2,2.75,2,32,1,19.0,11,2.8,3.2,2.571428571429
T0473,1,3,3.875,2,32,1,16.0,9,2.2,2.0,4.142857142857
T0473,1,4,3.875,2,32,1,11.0,6,2.0,2.2,3.857142857143
T0474,1,1,3.375,2,32,1,9.0,5,2.0,2.2,3.333333333333
T0475,1,1,2.625,2,32,1,11.0,6,1.6,4.4,3
T0475,1,2,2.625,2,32,1,10.0,8,2.6,4.4,2.5
T0475,1,3,3.25,2,32,1,12.0,6,2.4,4.0,3
T0476,0,1,3.625,2,52,1,8.0, ,1.2,3.6,4.285714285714
T0476,0,2,4.25,2,52,1,6.0, ,1.8,2.0,4.571428571429
T0476,0,3,4.125,2,52,1,6.0, ,1.0,2.2,4.571428571429
T0476,0,4,4.0,2,52,1,7.0, ,1.0,1.2,4.285714285714
T0477,1,1,3.5,2,52,1,17.0,13,1.4,3.8,3.5
T0477,1,2,3.625,2,52,1,16.0,12,1.4,4.0,3
T0477,1,3,-8.0,2,52,1,13.0,9,1.4,1.4,4.5
T0477,1,4,-8.0,2,52,1,12.0,11,1.0,2.0,4.5
T0478,1,1,3.75,2,52,1,12.0,9,4.0,3.6,3.571428571429
T0478,1,2,4.25,2,52,1,9.0,10,3.2,2.6,3.857142857143
T0478,1,3,3.5,2,52,1,10.0,9,3.0,2.4,3.714285714286
T0478,1,4,3.25,2,52,1,10.0,11,3.2,3.2,3.714285714286
T0479,0,1,2.875,2,52,1,12.0, ,2.8,3.8,3.333333333333
T0480,1,1,-8.0,2,52,1,8.0,6,1.0,2.6,4.285714285714
T0480,1,2,4.25,2,52,1,7.0,8,2.2,2.4,3.428571428571
T0480,1,3,4.625,2,52,1,6.0,4,2.0,2.4,4.285714285714
T0480,1,4,4.875,2,52,1,8.0,6,1.4,2.2,4.714285714286
T0481,1,1,3.625,2,52,1,7.0,7,3.0,4.2,3.142857142857
T0481,1,2,3.75,2,52,1,7.0,8,3.4,4.6,3.714285714286
T0481,1,3,3.875,2,52,1,8.0,8,3.2,4.6,3.428571428571
T0481,1,4,4.0,2,52,1,8.0,6,3.0,3.8,3.571428571429
T0482,0,1,3.25,2,52,1,14.0, ,3.2,3.2,3.571428571429
T0482,0,2,3.5,2,52,1,12.0, ,3.4,3.4,3.714285714286
T0482,0,3,4.0,2,52,1,12.0, ,3.6,3.6,3.857142857143
T0482,0,4,4.0,2,52,1,12.0, ,4.4,4.4,3.714285714286
T0483,1,1,3.75,2,52,1,8.0,11,2.6,3.8,4
T0483,1,2,4.25,2,52,1,8.0,9,2.0,2.2,4.333333333333
T0483,1,3,-8.0,2,52,1,13.0,13,2.0,2.2,4.333333333333
T0483,1,4,4.5,2,52,1,10.0,10,2.0,2.2,4
T0484,1,1,4.25,2,52,1,10.0,8,2.0,2.0,4
T0484,1,2,3.25,2,52,1,14.0,11,2.0,4.0,3.666666666667
T0484,1,3,3.375,2,52,1,11.0,10,2.0,3.0,4
T0484,1,4,4.0,2,52,1,11.0,8,2.0,2.6,4
T0485,1,1,3.375,2,52,1,6.0,4,1.8,2.0,4.666666666667
T0485,1,2,4.125,2,52,1,6.0,4,2.0,2.0,4
T0485,1,3,3.875,2,52,1,6.0,4,2.0,2.2,5
T0485,1,4,4.5,2,52,1,6.0,4,2.0,2.0,4
T0486,1,1,2.625,2,52,1,11.0,7,2.0,3.2,2.666666666667
T0486,1,2,3.75,2,52,1,11.0,7,1.4,2.4,3.333333333333
T0486,1,3,3.125,2,52,1,12.0,9,2.0,2.6,3.666666666667
T0486,1,4,3.0,2,52,1,12.0,7,2.0,2.4,3.333333333333
T0487,1,1,4.375,2,52,1,8.0,4,1.2,1.0,5
T0487,1,2,4.125,2,52,1,8.0,5,1.0,1.0,4.571428571429
T0487,1,3,3.875,2,52,1,8.0,5,1.0,1.2,5
T0487,1,4,4.0,2,52,1,8.0,5,1.0,1.0,4.571428571429
T0488,1,1,4.25,2,52,1,16.0,6,3.0,4.2,-8
T0488,1,2,4.625,2,52,1,12.0,6,2.2,3.2,3.666666666667
T0488,1,4,4.5,2,52,1,11.0,6,3.2,3.6,4
T0489,1,1,3.125,2,52,1,12.0,10,2.2,3.6,3.666666666667
T0489,1,2,4.375,2,52,1,8.0,9,2.2,2.0,4
T0489,1,3,4.125,2,52,1,10.0,8,2.0,2.6,4
T0489,1,4,4.25,2,52,1,9.0,8,2.0,2.2,3.333333333333
T0490,1,1,4.0,2,52,1,6.0,7,2.0,2.4,3.714285714286
T0490,1,2,4.5,2,52,1,7.0,4,3.0,3.4,3.714285714286
T0490,1,3,4.0,2,52,1,6.0,9,2.0,2.2,3.428571428571
T0490,1,4,4.625,2,52,1,6.0,6,2.0,2.2,3.714285714286
T0491,0,1,3.25,2,32,1,6.0, ,1.8,3.6,3.142857142857
T0491,0,2,3.25,2,32,1,8.0, ,2.0,3.4,3.142857142857
T0491,0,4,3.5,2,32,1,9.0, ,2.0,3.8,2.714285714286
T0492,1,1,2.375,2,32,1,6.0,8,1.2,2.2,4.142857142857
T0492,1,2,3.25,2,32,1,6.0,8,2.2,3.2,3.142857142857
T0492,1,3,3.375,2,32,1,7.0,8,2.2,3.0,3.285714285714
T0492,1,4,3.25,2,32,1,7.0,9,1.2,1.8,3.571428571429
T0493,1,1,3.625,2,32,1,18.0,11,3.0,3.8,3
T0493,1,2,2.75,2,32,1,21.0,14,4.0,4.0,3
T0493,1,3,2.625,2,32,1,21.0,15,3.4,4.0,3
T0493,1,4,3.375,2,32,1,22.0,12,2.0,4.0,3
T0494,1,1,4.75,2,32,1,8.0,9,1.0,2.6,3.666666666667
T0494,1,2,-8.0,2,32,1,7.0,7,1.2,2.6,3.285714285714
T0494,1,3,4.5,2,32,1,8.0,11,1.0,2.2,-8
T0494,1,4,4.375,2,32,1,12.0,8,1.4,2.4,3.571428571429
T0495,1,1,-8.0,2,32,1,8.0,6,1.0,2.8,3.857142857143
T0495,1,2,3.25,2,32,1,8.0,6,1.2,2.2,4
T0496,1,1,3.0,2,32,1,11.0,13,2.2,4.8,3
T0496,1,2,-8.0,2,32,1,13.0,11,2.8,5.0,3
T0496,1,3,3.5,2,32,1,13.0,12,3.2,3.4,3
T0496,1,4,3.25,2,32,1,12.0,12,3.0,3.8,3
T0497,1,1,-8.0,2,32,1,13.0,10,3.0,2.0,4.428571428571
T0497,1,2,4.75,2,32,1,8.0,9,2.4,2.4,4.428571428571
T0497,1,3,4.375,2,32,1,10.0,10,2.4,2.2,4.571428571429
T0497,1,4,-8.0,2,32,1,12.0,8,3.2,2.2,4.571428571429
T0498,0,1,3.625,2,52,1,6.0, ,1.2,2.8,3.571428571429
T0498,0,2,4.375,2,52,1,6.0, ,2.0,2.0,4.285714285714
T0498,0,3,4.75,2,52,1,10.0, ,1.4,1.8,4.285714285714
T0498,0,4,3.875,2,52,1,6.0, ,1.6,2.0,4.428571428571
T0499,1,1,4.125,2,32,1,8.0,5,1.2,2.0,4
T0499,1,2,3.75,2,32,1,8.0,5,2.0,2.4,5
T0499,1,3,4.125,2,32,1,7.0,5,1.0,2.4,4
T0499,1,4,4.25,2,32,1,7.0,7,1.0,2.0,4.5
T0500,0,1,3.375,2,52,1,8.0, ,2.0,3.0,2.714285714286
T0500,0,2,3.5,2,52,1,9.0, ,2.4,3.2,3.285714285714
T0500,0,4,4.125,2,52,1,8.0, ,2.2,2.8,3.428571428571
T0501,1,1,3.625,2,52,1,16.0,11,2.8,4.4,3.5
T0501,1,2,3.75,2,52,1,19.0,14,3.8,4.0,3.833333333333
T0501,1,3,4.125,2,52,1,20.0,15,4.2,4.4,4
T0501,1,4,4.5,2,52,1,13.0,14,3.2,2.8,3.666666666667
T0502,1,1,3.25,2,52,1,11.0,7,2.6,3.0,4.428571428571
T0502,1,3,3.625,2,52,1,10.0,7,2.4,2.6,4.428571428571
T0502,1,4,3.75,2,52,1,9.0,11,2.2,2.2,4.142857142857
T0503,0,1,4.25,2,32,1,10.0, ,2.6,5.0,3
T0503,0,2,3.75,2,32,1,16.0, ,1.8,4.8,2.333333333333
T0503,0,3,4.125,2,32,1,10.0, ,2.0,5.0,3
T0503,0,4,4.0,2,32,1,10.0, ,1.0,4.6,3.333333333333
T0504,1,1,2.875,2,32,1,11.0,11,3.0,5.0,2.666666666667
T0504,1,2,3.625,2,32,1,16.0,12,3.4,5.0,3
T0504,1,3,3.625,2,32,1,14.0,12,3.2,5.0,2.5
T0504,1,4,4.125,2,32,1,14.0,11,3.2,4.6,3.333333333333
T0505,1,1,3.25,2,52,1,8.0,8,2.0,2.0,4.166666666667
T0505,1,2,3.25,2,52,1,6.0,6,2.0,2.0,4.666666666667
T0505,1,3,3.375,2,52,1,6.0,5,2.0,2.0,4.5
T0505,1,4,3.0,2,52,1,8.0,7,2.0,2.0,4.666666666667
T0506,0,1,4.25,2,43,1,10.0, ,2.0,2.0,4
T0506,0,2,4.25,2,43,1,12.0, ,2.0,2.0,4.333333333333
T0506,0,3,4.5,2,43,1,13.0, ,2.0,2.0,3.666666666667
T0506,0,4,3.875,2,43,1,17.0, ,2.0,4.0,3
T0507,1,1,3.375,2,43,1,6.0,4,2.0,2.2,2.5
T0507,1,2,3.375,2,43,1,6.0,6,1.4,2.4,3
T0507,1,3,-8.0,2,43,1,6.0,4,2.2,3.0,3
T0507,1,4,3.125,2,43,1,6.0,7,2.0,2.6,3
T0508,1,1,3.375,2,43,1,7.0,8,2.0,2.6,3.142857142857
T0508,1,2,4.5,2,43,1,7.0,7,2.2,2.2,4
T0508,1,3,3.75,2,43,1,7.0,7,1.8,2.2,3.857142857143
T0508,1,4,3.125,2,43,1,8.0,7,1.6,3.0,3.142857142857
T0509,1,1,3.125,2,43,1,10.0,8,1.8,2.2,4.666666666667
T0509,1,2,3.125,2,43,1,10.0,5,1.8,4.0,4
T0509,1,3,3.375,2,43,1,10.0,6,2.0,3.2,4
T0509,1,4,3.125,2,43,1,9.0,7,1.4,3.6,3.5
T0510,1,1,3.625,2,43,1,9.0,6,2.0,3.2,3.571428571429
T0510,1,2,4.0,2,43,1,9.0,5,1.6,2.4,4
T0511,1,1,3.25,2,45,1,9.0,6,2.0,2.4,4.166666666667
T0511,1,2,2.75,2,45,1,7.0,6,2.0,2.0,3.666666666667
T0511,1,3,3.25,2,45,1,8.0,6,2.6,3.6,4
T0511,1,4,2.75,2,45,1,10.0,7,2.0,2.6,3.5
T0512,1,1,-8.0,2,45,1,8.0,6,1.0,2.4,4.8
T0512,1,2,4.75,2,45,1,7.0,5,1.6,1.2,4.5
T0512,1,3,4.625,2,45,1,9.0,4,1.8,1.8,4.5
T0512,1,4,4.625,2,45,1,7.0,6,1.0,1.0,4.833333333333
T0513,1,1,2.875,2,45,1,7.0,4,1.0,1.0,4
T0513,1,2,2.5,2,45,1,6.0,4,1.0,1.0,4
T0513,1,3,2.75,2,45,1,6.0,5,1.0,1.0,5
T0513,1,4,2.875,2,45,1,8.0,4,1.0,1.0,5
T0514,1,1,3.25,2,45,1,11.0,8,1.2,1.6,5
T0514,1,2,3.25,2,45,1,12.0,10,1.2,2.0,3.5
T0514,1,3,3.0,2,45,1,13.0,9,2.2,2.2,3.5
T0514,1,4,2.875,2,45,1,14.0,10,1.6,2.0,4
T0515,1,1,-8.0,2,45,1,19.0,11,2.0,3.0,3.428571428571
T0515,1,2,2.375,2,45,1,12.0,9,2.0,2.8,3.285714285714
T0515,1,3,2.0,2,45,1,11.0,9,2.2,2.8,3.285714285714
T0515,1,4,2.375,2,45,1,12.0,8,2.0,2.0,3.428571428571
T0516,1,1,3.875,2,45,1,14.0,11,2.4,2.6,3.571428571429
T0516,1,2,3.125,2,45,1,13.0,13,2.8,2.8,3.714285714286
T0517,1,1,-8.0,2,45,1,15.0,10,1.4,1.4,4
T0518,1,1,-8.0,2,45,1,8.0,5,2.0,3.0,4
T0518,1,2,3.375,2,45,1,7.0,4,2.0,2.8,4
T0518,1,3,3.0,2,45,1,8.0,4,2.0,2.4,4
T0518,1,4,3.125,2,45,1,7.0,4,2.0,2.0,4
T0519,0,1,3.25,2,3,1,7.0, ,2.0,2.0,4.5
T0520,1,1,3.625,2,3,1,17.0,11,4.0,4.2,3.428571428571
T0520,1,2,3.375,2,3,1,16.0,12,3.8,4.4,3.714285714286
T0520,1,3,3.5,2,3,1,17.0,14,5.0,5.0,3.571428571429
T0520,1,4,3.25,2,3,1,15.0,12,4.2,4.8,3.571428571429
T0521,1,1,3.875,2,3,1,10.0,9,2.0,2.0,3.666666666667
T0522,1,1,3.375,2,3,1,11.0,9,2.0,3.8,3
T0522,1,2,3.75,2,3,1,11.0,10,2.2,3.6,2.666666666667
T0522,1,3,3.5,2,3,1,13.0,11,2.8,4.4,2.666666666667
T0523,1,1,4.0,2,3,1,8.0,11,1.0,2.2,3.857142857143
T0523,1,2,3.875,2,3,1,8.0,12,2.0,2.8,5
T0523,1,3,3.125,2,3,1,10.0,9,2.0,2.8,3.666666666667
T0523,1,4,2.75,2,3,1,8.0,12,2.2,4.0,4
T0524,1,1,-8.0,2,3,1,9.0,6,2.2,2.0,3.5
T0524,1,3,-8.0,2,3,1,8.0,6,1.8,2.0,3.5
T0524,1,4,4.5,2,3,1,8.0,7,2.0,1.8,3
T0525,0,1,4.0,2,3,1,11.0, ,2.2,2.8,3.333333333333
T0525,0,2,3.625,2,3,1,9.0, ,2.2,2.4,3
